title_kor,year,genre_list,play_time,director,justwatch_rating,imdb_rating,imdb_rating_average,imdb_vote_count,synopsis,poster_src
왓치맨,-2009,"['SF , 액션 , 드라마']",2시간 43분,Zack Snyder,82%,7.6 (533k),7.6,5330,"국가의 승인 없는 히어로들의 활동을 금지하는 법이 제정된 후 대부분의 히어로들이 은퇴를 선언하지만 신분을 감춘 채 왓치맨으로서의 활동을 비공식적으로 계속해오던 히어로 로어셰크. 어느 날 과거 함께 활약했던 동료 코미디언이 살해당하는 사건이 발생하자  로어셰크는 살인사건 이면에 감춰진 진실을 파헤치기 시작하고,  과거 왓치맨의 역할을 해오던 히어로들을 없애려는 거대한 음모가 있음을 깨닫게 된다. 로어셰크는 한때 동료였던 이들과 다시 접촉하기 시작한다.
 그리고 마침내 히어로 모두의 과거와 얽혀있는, 모두를 파멸로 몰아갈 수 있는 거대한 음모의 실체를 목격하게 되는데...",https://images.justwatch.com/poster/13668412/s592
그린 마일,-1999,"['판타지 , 범죄 , 드라마']",3시간 9분,Frank Darabont,94%,8.6 (1m),8.6,10000,"미국 루이지애나의 콜드 마운틴 교도소. 폴은 사형수 감방의 간수장으로 일하고 있다. 그의 일은 사형수들을 감독하고, 그린 마일이라 불리는 초록색 복도를 거쳐 그들을 사형 집행장까지 안내하는 것. 폴은 그들이 죽음을 맞이하는 순간까지 평화롭게 지낼 수 있도록 최선을 다한다. 어느 날 존 커피라는 사형수가 이송되어 온다. 그는 쌍둥이 여자아이를 살해한 흉악범. 하지만 순진한 눈망울에 겁을 잔뜩 집어먹은 그의 모습에 폴은 당혹감을 느낀다. 게다가 그는 초자연적 능력으로 폴의 지병을 깨끗하게 치료해주기까지 한다. 존을 전기 의자로 데려가야 할 날이 다가오면서 폴은 그가 무죄라는 확신을 갖게 되는데...",https://images.justwatch.com/poster/209953017/s592
원더,-2017,"['드라마 , 가족']",1시간 53분,Stephen Chbosky,89%,8.0 (157k),8,1570,"누구보다 위트 있고 호기심 많은 매력 부자 어기. 하지만 남들과 다른 외모로 태어난 어기는 모두가 좋아하는 크리스마스 대신 얼굴을 감출 수 있는 할로윈을 더 좋아한다. 10살이 된 아들에게 더 큰 세상을 보여주고 싶었던 엄마와 아빠는 어기를 학교에 보낼 준비를 하고, 동생에게 모든 것을 양보해왔지만 누구보다 그를 사랑하는 누나도 첫걸음을 응원해준다. 그렇게 가족이 세상의 전부였던 어기는 처음으로 헬멧을 벗고 낯선 세상에 용감하게 첫발을 내딛는데...",https://images.justwatch.com/poster/241574817/s592
노인을 위한 나라는 없다,-2007,"['스릴러 , 범죄 , 드라마']",2시간 2분,"Joel Coen ,  Ethan Coen",87%,8.1 (925k),8.1,9250,"사막 한 가운데서 사냥을 즐기던 모스는 총격전이 벌어진 듯 출혈이 낭자한 사건 현장을 발견한다. 모스는 물 한 모금을 갈구하는 단 한명의 생존자를 외면한 채 떠나다가 우연히 200만 달러가 들어있는 가방을 발견한다. 횡재를 했지만 물을 달라는 요구를 거절한 게 내심 꺼림칙했던 모스는 새벽녘에 현장을 다시 방문하게 되고, 때마침 마주친 경찰에게 쫓기는 신세가 되고 만다. 여기에 200만 달러가 든 가방을 찾는 살인마 안톤 시거와 보안관 벨이 끼어들면서 이야기는 혼돈과 폭력의 결말로 치달아 간다.",https://images.justwatch.com/poster/72316220/s592
블라인드 멜로디,-2018,"['스릴러 , 범죄 , 음악 , 드라마 , 코미디']",2시간 19분,Sriram Raghavan,86%,8.2 (86k),8.2,860,"눈이 보이지 않는 피아니스트 행세를 하며 라이브 레스토랑에서 공연을 하던 ‘아카쉬’(아유쉬만 커라나)는 레스토랑의 단골 손님에게 아내를 위한 결혼기념일 깜짝 선물로 출장 연주를 와 달라는 부탁을 받게 된다. 하지만 결혼기념일 당일, 의뢰인은 이미 싸늘한 시체가 되어 집 안을 뒹굴고 있는 가운데 그의 아내이자 그를 살해한 범인 ‘시미’(타부)가 태연히 아카쉬를 맞이하는데...",https://images.justwatch.com/poster/142540579/s592
새벽의 황당한 저주,-2004,"['공포 , Made in Europe , 코미디']",1시간 39분,Edgar Wright,85%,7.9 (540k),7.9,5400,"별볼일 없는 주인공 숀이 여자친구 리즈에게 채일 무렵, 영국에는 정체를 알 수 없는 전염병이 돌면서 거리는 사람들을 먹어치우는 좀비들로 가득 찬다. 주위 사람들이 하나둘 좀비로 변해가는 이 뒤죽박죽의 상황에서 숀은 여자친구인 리즈를 구해내고 그녀의 사랑을 다시 얻기 위해 고군분투한다.",https://images.justwatch.com/poster/180327181/s592
어바웃 타임,-2013,"['판타지 , 로맨스 , SF , 코미디 , 드라마 , Made in Europe']",2시간 3분,Richard Curtis,86%,7.8 (331k),7.8,3310,"모태솔로 팀(돔놀 글리슨)은 성인이 된 날, 아버지(빌 나이)로부터 놀랄만한 가문의 비밀을 듣게 된다.  바로 시간을 되돌릴 수 있는 능력이 있다는 것!  그것이 비록 히틀러를 죽이거나 여신과 뜨거운 사랑을 할 수는 없지만,  여자친구는 만들어 줄 순 있으리..  꿈을 위해 런던으로 간 팀은 우연히 만난 사랑스러운 여인 메리에게 첫눈에 반하게 된다.  그녀의 사랑을 얻기 위해 자신의 특별한 능력을 마음껏 발휘하는 팀.  어설픈 대시, 어색한 웃음은 리와인드! 뜨거웠던 밤은 더욱 뜨겁게 리플레이!  꿈에 그리던 그녀와 매일매일 최고의 순간을 보낸다.  하지만 그와 그녀의 사랑이 완벽해질수록 팀을 둘러싼 주변 상황들은 미묘하게 엇갈리고,  예상치 못한 사건들이 여기저기 나타나기 시작하는데…  어떠한 순간을 다시 살게 된다면, 과연 완벽한 사랑을 이룰 수 있을까?",https://images.justwatch.com/poster/255279355/s592
로열 트리트먼트,-2022,"['로맨스 , 코미디 , 가족']",1시간 36분,Rick Jacobson,71%,5.2 (5k),5.2,50,"매력적인 왕자의 결혼식에서 일할 기회를 잡은 뉴욕의 미용사, 이지. 하지만 둘 사이에 핑크빛 기운이 감돌 땐 어떻게 해야 할까? 사랑이 먼저일까, 왕족의 의무가 먼저일까?",https://images.justwatch.com/poster/260437217/s592
시간 여행자의 아내,-2009,"['판타지 , 로맨스 , 코미디 , 드라마 , SF , Made in Europe']",1시간 48분,Robert Schwentke,77%,7.1 (147k),7.1,1470,"“돌아갈게... 당신이 있는 시간으로”  나는 시간여행자다. 어릴 적 교통사고 때 시간이동을 경험한 이후 나의 의지와는 상관없이 시간 여행을 하게 되었다. 갑작스런 시간 이동 후엔 알몸으로 낯선 곳에 떨어지기 때문에 늘 추위에 떨거나, 옷을 훔쳐 경찰에 쫓겨야 하는 신세이다. 현재의 삶은 언제나 외롭다. 매일 혼자 맞는 아침이 익숙해져 갈 때쯤 그녀가 나타났다. 아침 햇살처럼 빛나는 그녀가...  “기다릴게… 당신이 올 때까지”  그를 처음 만난 날을 기억하고 있다. 여섯 살이던 해, 나만의 비밀 초원에 나타난 그는 자신을 시간여행자라고 소개했다. 그는 먼 훗날 우리가 친구가 될 거라 했다. 나는 매일매일 그가 찾아와주길 기다렸고, 나와 사랑에 빠지기를 기다렸다. 스무 살이 되던 해, 드디어 그를 다시 만났다. 나를 기억하지 못하는 스물 여덟 살의 그를...",https://images.justwatch.com/poster/241812586/s592
서버비콘,-2017,"['스릴러 , 코미디 , 범죄 , 드라마 , Made in Europe']",1시간 45분,George Clooney,65%,5.7 (43k),5.7,430,"미국에서 가장 살기 좋은 마을로 꼽히는 서버비콘에서 남부러울 것 없는 삶을 살고 있는 가드너(맷 데이먼)는 아내 로즈(줄리안 무어)를 죽이고 쌍둥이 처제 마가렛과 새로운 삶을 계획한다. 완벽한 계획을 위해 마피아에게 청부살인을 의뢰한 가드너. 아내는 살해 당하지만 의외의 목격자로 인해 계획이 흐트러지기 시작한다. 집요하게 사건을 캐묻고 집으로 찾아오는 보험조사관 버드(오스카 아이작)와 마피아, 처제, 아들 니키(노아 주프)까지 가드너를 궁지로 몰아간다. 가드너는 예상치 못한 방향으로 흘러가는 사건을 수습하기 위해 노력하지만 사건은 걷잡을 수 없이 커져가는데...",https://images.justwatch.com/poster/68365484/s592
매드 맥스: 분노의 도로,-2015,"['SF , 액션 , 스릴러']",2시간 0분,George Miller,87%,8.1 (952k),8.1,9520,"핵전쟁으로 멸망한 22세기. 얼마 남지 않은 물과 기름을 차지한 독재자 임모탄 조가 살아남은 인류를 지배한다. 한편 아내와 딸을 잃고 살아남기 위해 사막을 떠돌던 맥스는 임모탄의 부하들에게 납치되어 노예로 끌려가고, 폭정에 반발한 외팔의 사령관 퓨리오사는 인류 생존의 열쇠를 쥔 임모탄의 여인들을 탈취해 분노의 도로로 폭주한다. 이에 임모탄의 전사인 워보이들과 신인류 눅스는 피주머니 신세로 전락한 맥스를 이끌고 퓨리오사의 뒤를 쫓는데...",https://images.justwatch.com/poster/256613321/s592
헤어스프레이,-2007,"['로맨스 , 드라마 , 코미디']",1시간 57분,Adam Shankman,74%,6.7 (126k),6.7,1260,"볼티모어 십대들에게 최고의 인기를 끌고 있는 ‘코니 콜린스 쇼’. TV 댄스쇼에 출연해 최고의 댄싱퀸인 ‘미스 헤어스프레이’가 되는 것이 꿈인 슈퍼 헤비급 몸매의 ‘트레이시(니키 블론스키)’는 한껏 부풀린 최신 유행 헤어스타일을 하고 언제 어디서든 유쾌! 상쾌! 통쾌한 성격을 잃지 않는다. 어느 날, 새로운 멤버를 영입하기 위한 ‘코니 콜린스 쇼’의 공개 오디션이 열리자, 트레이시는 쭉쭉빵빵 S라인 미녀들이 판치는 댄스쇼에서 그녀가 주눅들까 걱정하는 엄마 ‘에드나(존 트라볼타)’를 뒤로 하고 자신의 꿈을 위해 당당히 오디션에 참가한다.  친구 ‘시위드(엘리아 켈리)’와 ‘페니(아만다 바인즈)’의 도움으로 슈퍼 헤비급 몸매를 자유 자재로 움직이는 수준급 댄스를 선보인 ‘트레이시’는 드디어 ‘코니 콜린스 쇼’에 입성한다. 그러나 볼티모어 TV 방송국 매니저이자 전 미스 볼티모어로 아름다운 외모가 곧 권력임을 강조하는 엉뚱한 악녀 ‘벨마(미셸 파이퍼)’와 그녀의 딸인 백치미 공주병 ‘앰버(브리타니 스노우)’에게 끔찍한 몸매에 숏다리인 ‘트레이시’는 눈엣가시이다. 그녀는 온갖 방해 공작을 벌이는 ‘벨마’와 ‘앰버’ 모녀에 맞서 볼티모어 최고의 댄싱퀸을 뽑는 ‘미스 헤어스프레이’ 선발 대회에 참가하는데.... 천방지축 슈퍼걸 ‘트레이시’는 과연, 꽃미남 꽃미녀들의 틈바구니에서 ‘미스 헤어스프레이’가 되는 기적을 이룰 수 있을까?",https://images.justwatch.com/poster/241271385/s592
위대한 개츠비,-2013,"['드라마 , 로맨스']",2시간 23분,Baz Luhrmann,80%,7.2 (502k),7.2,5020,"1922년 뉴욕 외곽에서 살고 있는 닉은 호화로운 별장에 살고 있는 이웃 개츠비에게 관심을 갖게 된다. 제1차 세계대전에 참전한 후 옥스포드에서 공부한 적이 있다는 개츠비는 비밀이 가득한 의문의 사나이로, 토요일마다 떠들썩한 파티를 열어 많은 손님을 초대한다. 파티에서 개츠비와 우정을 쌓게 된 닉은 자신의 사촌 데이지와 개츠비가 연인 사이였던 것을 알게 된다. 데이지는 가난한데다 전쟁터에서도 돌아오지 않는 개츠비를 잊은 채 부유한 톰과 결혼한 상태. 하지만 톰은 정비공의 아내와 은밀한 사이였고, 개츠비와 재회하게 된 데이지는 잊혀졌던 사랑의 감정을 되살리는데...",https://images.justwatch.com/poster/224951229/s592
몬스터 호텔 3,-2018,"['판타지 , 공포 , 로맨스 , 애니메이션 , 코미디 , 가족']",1시간 37분,Genndy Tartakovsky,75%,6.3 (68k),6.3,680,"평생 몬스터 호텔을 지키며  단 하루도 쉴 틈이 없었던 몬스터 호텔 주인 드라큘라 ‘드락’.  아빠의 생애 첫 휴가를 위해 딸 ‘마비스’는 일생일대 크루즈 가족 여행을 계획하고,  여름을 맞이한 몬스터 호텔 가족들은 인간 세상으로 생애 첫 바캉스를 떠난다.  시작부터 좌충우돌인 바캉스에서 ‘드락’은 미모의 크루즈 선장 ‘에리카’에게 첫눈에 반하고,  급기야 그녀의 무시무시한 비밀이 밝혀지면서 완벽했던 몬스터 호텔 가족들의 휴가는 오싹한 악몽으로 뒤바뀌는데! 그래서 진짜 휴가는 언제 가는 거죠?",https://images.justwatch.com/poster/74745113/s592
나이브스 아웃,-2019,"['범죄 , 스릴러 , 코미디 , 드라마']",2시간 11분,Rian Johnson,87%,7.9 (570k),7.9,5700,"미스터리 소설의 대가인 작가 할란이 자신의 85살 생일에 자신의 방에서 날카로운 단검으로 목이 그인 채 발견된다. 외딴 저택에 모인 할란의 간병인과 자식 내외, 그리고 3세들은 유산 상속을 놓고 대거 혼란에 빠진다. 파견된 형사들은 가족과의 면담을 할 수록 자살로 의견이 모이지만, 면담 중 멀찍이 떨어져 상황을 전망하는 푸른 눈의 사내는 형사들마저 압도하며 심문을 주도해나간다. 남자의 이름은 바로 브누아 블랑. 챔피언 사건을 해결해서 이름이 높아진 유명한 사립탐정이다.",https://images.justwatch.com/poster/154554061/s592
스파이더맨: 뉴 유니버스,-2018,"['SF , 판타지 , 애니메이션 , 액션 , 코미디 , 가족']",1시간 57분,"Rodney Rothman ,  Peter Ramsey ,  Bob Persichetti",94%,8.4 (468k),8.4,4680,"실사 영화  시리즈와는 별개의 독립적인 프로젝트 [얼티밋 코믹스 스파이더맨] 원작으로, 이제껏 보지 못했던 독창적인 세계관을 예고하며 벌써부터 팬들 사이에서 화제가 되고 있는 작품",https://images.justwatch.com/poster/97857095/s592
Izla,-2021,"['공포 , 코미디']",1시간 25분,Barry Gonzalez,50%,3.6,3.6,1,"Two brothers accompany a group of vloggers on their search for a mythical island. But when they find it, they uncover one sinister secret after another.",https://images.justwatch.com/poster/259723694/s592
트루먼 쇼,-1998,"['드라마 , 코미디 , SF']",1시간 43분,Peter Weir,89%,8.1 (1m),8.1,10000,"트루먼 버뱅크는 작고 조용한 섬마을에 사는 평범한 세일즈맨이다. 그런 그가 자신의 삶에 대해 의문을 갖기 시작한 것은 평소와 다름없이 평범한 어느 날, 갑자기 하늘에서 촬영용 조명등이 떨어지고, 어렸을 적 자신이 익사를 직접 목격했던 아버지가 살아오고, 또 누군가에 의해 끌려가는 등 상식 밖의 일들이 벌어지고 나서부터였다. 평생을 그다지 신경쓰지 않고 지냈던 일상이었지만 주변을 보니 이상한 일이 너무 많았다. 결국 자신이 특별한 상황에 놓여있다는 확신을 하게된 트루먼은 첫사랑 실비아의 모든 것이 다 거짓라는 말을 되새기며 일상으로부터 탈출을 결심하게 되는데...",https://images.justwatch.com/poster/97847772/s592
